sentence	aspect	polarity
there are a few italian employees who may not speak the best english but for me that adds to the experience.	service	conflict
i have never eaten in the restaurant, however, upon reading the reviews i got take out last week.	misc	neutral
once for dinner and once for brunch.	misc	neutral
i've been to at cafe spice probably 5-8 times, it is probably still the best indian restaurant around union square.	misc	positive
not worth the prices.	price	negative
would recommend - perfect for those looking for a place close to grand central.	misc	positive
from the moment you enter till the moment you walk out the friendly and helpful staff was was just fantastic.	service	positive
service was good and food is wonderful.	food	positive
service was good and food is wonderful.	service	positive
i only have friends.	misc	neutral
she gets 10 for her excellent service and advice.	service	positive
the restaurant is a bit noisy but that is something that can be overlooked once you sit down and enjoy a great meal	ambience	conflict
the restaurant is a bit noisy but that is something that can be overlooked once you sit down and enjoy a great meal	food	positive
being a fan of spicy ethnic foods, indian included, i made friends with this place long ago.	food	positive
please save yourself the frustration.	misc	negative
and i say snacking because it really is not set up to be a proper dinner.	ambience	conflict
the quality of food at this restaurant accompanied by fantastic live jazz makes this place a perfect 10!	food	positive
the quality of food at this restaurant accompanied by fantastic live jazz makes this place a perfect 10!	ambience	positive
i have eaten at saul, many times, the food is always consistently, outrageously good.	food	positive
i have eaten at saul, many times, the food is always consistently, outrageously good.	misc	neutral
(always ask the bartender for the seasonal beer!!!	food	positive
if your visiting, you'll enjoy the ambiance and the fact that it's in time sq.	ambience	positive
we were on our way back to nj, and since i am in ny, we figured why not grab some food?	misc	neutral
sandwiches tho pricey are over stuffed - can serve 2 persons easily thus cost effective!	price	positive
and comparing it to the chinatown restaurants is simply not fair.	misc	neutral
service and food is what any one would expect when spending that type of money.	food	neutral
service and food is what any one would expect when spending that type of money.	service	neutral
love the atmosphere - felt like i was in paris.	ambience	positive
every course was better than the next.	food	positive
not cheap, but not that expensive either.	price	conflict
the staff is incredibly helpful and attentive.	service	positive
if presentation and service is your thing, then this magic show works.	service	positive
apparently, the good cook works then.	food	positive
i was pleasantly suprised.	misc	positive
the yellowtail was particularly good as well.	food	positive
one less manhattanite the better.	misc	neutral
everyone is welcomed in as family.	service	positive
i ate clams oreganata and spectacular salad with perfectly marinated cucumbers and tomatoes with lots of shrimp and basil.	food	positive
the menu changed, portions were even smaller than before, a lentil dish was salty beyond edibility, a basmati rice dish lacked flavor.	food	negative
spice is sleek, modern and cool with a menu that will not hurt your wallet.	ambience	positive
spice is sleek, modern and cool with a menu that will not hurt your wallet.	price	positive
patroon features a nice cigar bar and has great staff.	service	positive
patroon features a nice cigar bar and has great staff.	ambience	positive
hey, i think $2+ for a 5 block walk ain't bad.	misc	neutral
very affordable and excellent ambient!	ambience	positive
very affordable and excellent ambient!	price	positive
look elsewhere.	misc	negative
more important, the sushi rivals the best in tokyo.	food	positive
i have never had cheesecake like this.	food	positive
bill a little high, but worth it.	price	conflict
i seriously doubt i will ever dine at jimmy's bronx, or for that matter, jimmy's uptown, again.	misc	negative
everyone i bring here always loves it.	misc	positive
my co-workers had to wait almost an hour for delivery, only to discover that what they got was not what they ordered.	service	negative
worth a visit.	misc	positive
a real disappointment.	misc	negative
its a go-to for dates as well as entertaining out of town guests.	ambience	positive
why do people rave about the ambience.	ambience	negative
were meeting up with some friends for a drink at lafayette 161 and happened to walk by thai angel famished.	misc	neutral
fluke sashimi drizzled with jalapeno-lime olive oil, the fruit of the oil nicely highlighting the fish's sweetness.	food	positive
great sushi experience.	food	positive
if you're looking for a great meal at a decent price, go to del frisco's!	food	positive
if you're looking for a great meal at a decent price, go to del frisco's!	price	positive
they charge $6.00 for rice.	price	negative
my steak au poivre was one of the worst i've had.	food	negative
on a recent sunday afternoon, a friend and i accidentally found this great restaurant on our way to see the pulitzer prize winning play doubt.	misc	positive
the owner and staff are all japanese as well and that adds to the entire ambiance.	ambience	positive
try the congee and the donut like deep fried dough they call ow ley soh, a delicious and sweet tasting bread.	food	positive
although the tables may be closely situated, the candle light, food quality and service overcompensate.	food	positive
although the tables may be closely situated, the candle light, food quality and service overcompensate.	service	positive
although the tables may be closely situated, the candle light, food quality and service overcompensate.	ambience	conflict
the food was delicious and the waiter was incredibly helpful and attentive (considering we were the only ones there for the first hour).	food	positive
the food was delicious and the waiter was incredibly helpful and attentive (considering we were the only ones there for the first hour).	service	positive
from the spectacular caviar to the hospitable staff, i felt like royalty and enjoyed every second of it.	food	positive
from the spectacular caviar to the hospitable staff, i felt like royalty and enjoyed every second of it.	service	positive
i will be going back and heartily recommend it!	misc	positive
would definitely visit again.	misc	positive
definitely worth the trip to battery park city!	misc	positive
perhaps this food is considered extreme to an upper east side resident, but for the rest of us who've actually eaten ethnic food, this is simply dull.	food	conflict
the place was real empty but that was because this was the first sunday they ever opened.	ambience	conflict
this little place definitely exceeded my expectations and you sure get a lot of food for your money.	price	positive
this little place definitely exceeded my expectations and you sure get a lot of food for your money.	ambience	conflict
ambience is delightful, service impeccable.	service	positive
ambience is delightful, service impeccable.	ambience	positive
service was excellent, and the ac worked very well too (thank god, it was hot!).	service	positive
service was excellent, and the ac worked very well too (thank god, it was hot!).	ambience	positive
tasty but expensive.	food	positive
tasty but expensive.	price	negative
you get the sense that the people there care about their restaurant and about your experience and that is very nice.	service	positive
both are delicious, the cooks are friendly and are willing to take a moment and speak to you and shake your hand.	food	positive
both are delicious, the cooks are friendly and are willing to take a moment and speak to you and shake your hand.	service	positive
so i thought why not change it up a bit.	misc	neutral
my friend ordered some of their special sushi rolls which had excellent presentation and tasted great!	food	positive
although be warned their dinner menu to sit and take out prices are different.	price	neutral
the staff was accommodating, the food was absolutely delicious and the place is lovely.	food	positive
the staff was accommodating, the food was absolutely delicious and the place is lovely.	service	positive
the staff was accommodating, the food was absolutely delicious and the place is lovely.	ambience	positive
p.s. please don't tell anyone in my family i eat there.	misc	neutral
my picks are:  - scallion pancake (fried with vegetable juice, very special and tasty)  - guizhou chicken  - shredded squid family style (one of my personal favorites)  - sichuan spicy soft shell crab  - shuizhu fish (this one is for hardcore sichuan food fans, i wouldn't recommend to my american friends as it's very spicy.	food	positive
they smell like they stuff them with old canned vegetables like the spinach mushroom calzone.	food	negative
to celebrate a birthday, three of us went to mare anticipating great food.	misc	neutral
there was a great deal for 6 blue point oysters and a beer or glass of wine for $8!	price	positive
i really liked the noodle dishes at rice avenue compared to their green curry dish.	food	conflict
i went to pams with my girlfriend, and i love it.	misc	positive
but for whatever reason, prices are about twice as high.	price	negative
i am relatively new to the area and tried pick a bagel on 2nd and was disappointed with the service and i thought the food was overrated and on the pricey side.	misc	neutral
i am relatively new to the area and tried pick a bagel on 2nd and was disappointed with the service and i thought the food was overrated and on the pricey side.	service	negative
i am relatively new to the area and tried pick a bagel on 2nd and was disappointed with the service and i thought the food was overrated and on the pricey side.	price	negative
i am relatively new to the area and tried pick a bagel on 2nd and was disappointed with the service and i thought the food was overrated and on the pricey side.	food	negative
great atmosphere and worth every bit.	ambience	positive
we had a most unpleasant experience at this restaurant.	misc	negative
the spicy tuna roll was unusually good and the rock shrimp tempura was awesome, great appetizer to share!	food	positive
the staff was knowledgeable and full of personality.	service	positive
great staff.	service	positive
only complaint would be that at an average cost of $12-$15 per meal, i'd like not to have to worry about finding a seat!	service	negative
only complaint would be that at an average cost of $12-$15 per meal, i'd like not to have to worry about finding a seat!	price	negative
to finish off such a delightful dinner experience you must have dessert, especially the white chocolate bread pudding with gelato and hot chocolate.	food	positive
the banana tower is an amazing dessert as well.	food	positive
i went there with my friend last saturday.	misc	neutral
excellent atmosphere, delicious dishes good and friendly service.	food	positive
excellent atmosphere, delicious dishes good and friendly service.	service	positive
excellent atmosphere, delicious dishes good and friendly service.	ambience	positive
a cool place to hang with your friends for a couple of healthy drinks and desserts.	food	positive
a cool place to hang with your friends for a couple of healthy drinks and desserts.	ambience	positive
great vibe, lots of people.	ambience	positive
i like mamoun's food as well, but side by side, kati rolls just produce tastier food hands down.	food	conflict
just an odd group.	misc	neutral
the service is a bit slow, but harkens back to my years growing up in napoli, italy where things are not rushed and when you sit down for dinner the table is yours all night.	service	conflict
either that, or the editor's idea of romance must be sharing a conversation with the next table, while trying to speak louder than the traffic on 57th.	ambience	negative
it is not consistent.	misc	negative
but that wasn't the icing on the cake: a tiramisu that resembled nothing i have ever had.	food	negative
great food and the prices are very reasonable.	food	positive
great food and the prices are very reasonable.	price	positive
wine list is not huge but def well selected.	food	conflict
a cool bar with great food, and tons of excellent beer.	food	positive
a cool bar with great food, and tons of excellent beer.	ambience	positive
be sure to try the seasonal, and always delicious, specials.	food	positive
the ambience is authentic and relaxing and we have always received attentive and prompt service.	ambience	positive
the ambience is authentic and relaxing and we have always received attentive and prompt service.	service	positive
fresh, authentic, french cuisine in substantial portions.	food	positive
drinks got screwed up, she acted put upon.	service	negative
the one vegetarian entree (abby's treasure) was actually quite a surprise - it was delicious and had winter melon covering an assortment of fresh mushrooms and vegetables.	food	positive
at 5 dumplings for $1, you just cannot go wrong.	price	positive
but the pizza is way to expensive.	price	negative
and the staff is also young, energetic and hot!	service	positive
even better, they know how to cook french classics like steak au poivre and onglet without burning it to death or overcooking it.	food	positive
service was decent, but not as smooth as i would expect from a place with these prices and reputation.	service	conflict
we had a wonderful meal at naples 45 a month ago on a visit to nyc.	food	positive
good drink.	food	positive
great food (spinach and corn dumplings and massaman curry), very friendly and no nonsense service and a clean and funky bathroom.	food	positive
great food (spinach and corn dumplings and massaman curry), very friendly and no nonsense service and a clean and funky bathroom.	service	positive
great food (spinach and corn dumplings and massaman curry), very friendly and no nonsense service and a clean and funky bathroom.	ambience	positive
was there friday night.	misc	neutral
we had a girls' night dinner here for restaurant week.	misc	neutral
romantic if you want it to be (brightly lit).	ambience	positive
however, i was there for a work dinner not long ago when my colleague from london noticed a very large waterbug on the ceiling.	misc	negative
i recommend it!	misc	positive
i have taken practically every guest that has come to visit me in ny and hooked a few new yorkers onto peep as well.	misc	positive
enough said!	misc	neutral
i don't live in ny but my best friend does.	misc	neutral
my chow fun and chow see was really bland and oily.	food	negative
even though i made the reservation at 3pm for the same night through dinnerbroker, we were seated at a table with one of the best view!	misc	positive
even though i made the reservation at 3pm for the same night through dinnerbroker, we were seated at a table with one of the best view!	ambience	positive
we did notice however, that some tables had what looked like pita instead of naan.	service	negative
i didn't take a look at the rest menu, but the oysters were fantastic.	food	positive
after the review i trekked into brooklyn.	misc	neutral
the grilled cheese at home afterwards was better!	food	negative
we were pleasantly greeted.	service	positive
the red sliding doors may be unique but they do not block off the cold air from the outside.	ambience	negative
great service, great food.	food	positive
great service, great food.	service	positive
the food is expensive, but worth every bite.	price	negative
the food is expensive, but worth every bite.	food	positive
sometimes i get bad food and bad service, sometimes i get good good and bad service.	food	conflict
sometimes i get bad food and bad service, sometimes i get good good and bad service.	service	negative
when we were finally seated our waitress came by twice-1 for our order and 2-for our check.	service	negative
when we were finally seated our waitress came by twice-1 for our order and 2-for our check.	misc	negative
in summer-eat outside on a terrace (another great feature of suan)!!!	ambience	positive
it's the perfect restaurant for ny life style, it got cool design, awesome drinks and food and lot's of good looking people eating and hanging at the pink bar.	food	positive
it's the perfect restaurant for ny life style, it got cool design, awesome drinks and food and lot's of good looking people eating and hanging at the pink bar.	ambience	positive
recommendations, of course, are required!	misc	neutral
we did have to wait at the bar for approx.	service	negative
you fellas above says its the best taiwanese restaurant in town.	misc	neutral
yeah, it's that good.	misc	positive
if you love seafood, you would love this place!	food	positive
good, fast service.	service	positive
dakshin is one of the few affordable and tasty indian restaurant in the upper east side.	food	positive
dakshin is one of the few affordable and tasty indian restaurant in the upper east side.	price	positive
they charge different prices all the time.	price	negative
to dine at thalia can be slightly deceiving because while its beautiful on the outside, its so bland on the inside.	ambience	conflict
i was in love with pongsri on 48th, but compared to suan it is slow in service and overpriced.	misc	positive
i was in love with pongsri on 48th, but compared to suan it is slow in service and overpriced.	service	negative
i was in love with pongsri on 48th, but compared to suan it is slow in service and overpriced.	price	negative
my friends and i experienced amazing cheese and a delicious, new summer menu at artisanal last night.	food	positive
my friends and i experienced amazing cheese and a delicious, new summer menu at artisanal last night.	misc	positive
i am so coming back here again, as much as i can.	misc	positive
i have been going back again and again.	misc	positive
it's charmingly small and that leads to an atmosphere that is extremely cozy and romantic, even.	ambience	positive
it is obvious that no one in the restaurant has any idea about or experience with japanese cuisine.	food	negative
in terms of the food itself -- nothing special, we limited ourselves to several appetizers.	food	neutral
love the jazz bands on fri and sat.	ambience	positive
overall, excellent restaurant!	misc	positive
to begin, we were told there was a 30 minute wait and started to leave, when the hostess offered to call us on our cell phone when the table was ready.	service	conflict
the servers give you some sample slices of your order while you wait (shortly i might add).	service	positive
the service was ok.	service	neutral
when asked about how a certain dish was prepared in comparison to a similar at other thai restaurants, he replied this is not mcdonald's, every place makes things differently while it is understandable that every place is indeed different, there was not a need to be uncourteous to customers and downright rude.	service	negative
when asked about how a certain dish was prepared in comparison to a similar at other thai restaurants, he replied this is not mcdonald's, every place makes things differently while it is understandable that every place is indeed different, there was not a need to be uncourteous to customers and downright rude.	misc	negative
i ate here for the first time and absolutely loved it!	misc	positive
don't expect to sit down inside though, there are only a few tables and they are always full.	ambience	negative
the staff is accommodating, the ambiance is exciting and yet relaxed, and the food is out of this world!	food	positive
the staff is accommodating, the ambiance is exciting and yet relaxed, and the food is out of this world!	service	positive
the staff is accommodating, the ambiance is exciting and yet relaxed, and the food is out of this world!	ambience	positive
the food was delicious (i had a halibut special, my husband had steak), and the service was top-notch.	food	positive
the food was delicious (i had a halibut special, my husband had steak), and the service was top-notch.	service	positive
the manager claimed that he could not compensate us for anything on the bill which just shows the lack of sophistication from the entire group.	service	negative
this is by far my favorite place in the neighborhood.	misc	positive
but too far east!	misc	negative
satisfying.	misc	positive
highly highly highly recommended!	misc	positive
it's the only place you can get yummy authentic japanese comfort food.	food	positive
we took advantage of the half price sushi deal on saturday so it was well worth it.	price	positive
we came here on a crowded saturday night and were seated right away despite being 15 minutes late for our reservation.	service	positive
this place is cool enough to be in the east village, but french enough to make you feel like you could be in a bistro in a back alley in paris.	ambience	positive
we were fast to order the appetizer platter since we were very hungry.	misc	neutral
the staff are attentive, and have smiles on their faces.	service	positive
this is the best shabu-shabu restaurant in the try-state area.	food	positive
no dress codes, no attitudes, plenty of comfort companionship, a great place to relax in an always busy midtown.	ambience	positive
largest and freshest pieces of sushi, and delicious!	food	positive
even the pasta is delicious here (a rarity in new york pizza restaurants).	food	positive
but when we looked at the menu, there weren't a lot of choices, most of them were dumplings in the appetizer section.	food	negative
maybe i say so because it looked promising for people who like artery-clogging jewish deli food, but turns out to be poorly run and awful.	misc	conflict
maybe i say so because it looked promising for people who like artery-clogging jewish deli food, but turns out to be poorly run and awful.	service	negative
maybe i say so because it looked promising for people who like artery-clogging jewish deli food, but turns out to be poorly run and awful.	food	conflict
after my 3rd time the manager remembered me and treated me like an usual customer.	service	positive
this place is greatly welcome in the desolate little strip between the prospect expressway and greenwood cemetery - a wasteland we like to call the sliv.	misc	positive
now if they could only get a toaster.	misc	negative
you will find yourself returning quite often.	misc	positive
when he's not making authentic neapolitan pizza in the open brick oven or lightly frying zucchini blossoms, he's visiting the regulars (a growing legion) and checking on newcomers.	service	positive
when he's not making authentic neapolitan pizza in the open brick oven or lightly frying zucchini blossoms, he's visiting the regulars (a growing legion) and checking on newcomers.	food	positive
wait staff is blatantly unappreciative of your business but its the best pie on the uws!	food	positive
wait staff is blatantly unappreciative of your business but its the best pie on the uws!	service	negative
the ingredients taste fresher, the crust is thinner and crispier, the slice is less oily, and it's never burnt like it occasionally is at joe's.	food	positive
fish is so very fresh.	food	positive
the prices were cheap compared to the quality of service and food.	price	positive
the prices were cheap compared to the quality of service and food.	service	positive
the prices were cheap compared to the quality of service and food.	food	positive
go only if you are already in the neighborhood and don't want to bother going farther for a better place.	misc	negative
top spot in town for vietnamese classics, better than places that cost a lot more.	food	positive
top spot in town for vietnamese classics, better than places that cost a lot more.	price	positive
less wait time for me!	service	positive
this was the perfect quiet, relaxing, and delicious accompaniment to our afternoon of theater.	food	positive
this was the perfect quiet, relaxing, and delicious accompaniment to our afternoon of theater.	ambience	positive
the decor is really blah, and not at all hip or happening.	ambience	negative
having discovered ping's on the internet, we entered with qualms but were instantly put to ease by the fish tanks that greet you as u walk in.	misc	neutral
having discovered ping's on the internet, we entered with qualms but were instantly put to ease by the fish tanks that greet you as u walk in.	ambience	positive
you cannot go wrong at the red eye grill.	misc	positive
it appears to be the owner's first venture and it shows.	misc	negative
i come from a family of pizzeria owners, and i'm almost ashamed to say that the pizza in fornino's blows my families receipts away.	food	positive
i go twice a month!	misc	neutral
we ordered some beef and noodle soup dishes from the thai section of the menu but nothing we got was thai.	food	negative
they have a huge selection of different cream cheeses and all of their salads are great.	food	positive
the lobster sandwich is good and the spaghetti with scallops and shrimp is great.	food	positive
the food was authentic.	food	positive
the dim sum is delectable while the prices are quite easy on the wallet.	food	positive
the dim sum is delectable while the prices are quite easy on the wallet.	price	positive
i only tried a simple dish of spinach ravioli in a light oil and garlic sauce, but it actually faired better than most nyc italian joints i've tried similar dishes at.	food	positive
the worst excuse for japanese food i've ever encountered.	misc	negative
a million better places to go in the city.	misc	negative
if celebrities make you sweat, then your in for a ride, but if your like most around these parts then you'll just yawn and wonder whats with all the hype.	misc	conflict
okay, i don't mind the oily part (cause most are cooked that way) but it was way too bland.	food	negative
i ordered a chicken teriyaki dish and found that the chicken was extremely dry.	food	negative
i love it.	misc	positive
if you want something really different than try jekyll and hyde.	misc	positive
we had reservations at 9pm, but was not seated until 10:15pm.	service	negative
we had reservations at 9pm, but was not seated until 10:15pm.	misc	negative
we had pam's special fried fish and it was amazing.	food	positive
its located in greenwich village.	misc	neutral
there is no excuse for such lousy service!	service	negative
three strikes and this restaurant is out.	misc	negative
we bring in a party of ten or so every week.	misc	neutral
my boyfriend had the new england chowder it was good but i think the award should go to the lobster bisque.	food	positive
so, a little inconsistency there but either way, both pizzas were really good.	food	conflict
overall the restaurant is more expensive than our other sushi favorites, but everything was delicious.	food	positive
overall the restaurant is more expensive than our other sushi favorites, but everything was delicious.	price	negative
we would return to this place again!	misc	positive
not enough wines by the glass either.	food	negative
i had the duck breast special on my last visit and it was incredible.	food	positive
i must say it's a little pricey for the food because it was not as spectacular as the view.	price	negative
these innovators of french indian fusion do a great job of making dishes as interesting as possible while still being accessible.	food	positive
just don't take the seat between the bar and the back half of the restaurant, i saw a woman get nudged 40times sitting there.	ambience	negative
no gimmicks here -- the food speaks for itself in its freshness and preparation.	food	positive
we were worried we would have trouble getting in, but somehow managed to have a short wait.	misc	positive
we were worried we would have trouble getting in, but somehow managed to have a short wait.	service	positive
my wife had the fried shrimp which are huge and loved it.	food	positive
everything i had was good, and i'm a eater.	food	positive
one should not go to lucky strike for the food.	food	negative
the service is awful--the last time i was there (and i do mean the last time) we were told that they needed our table so we would have to leave.	service	negative
we could only get through an appetizer and cheese fondue.	food	neutral
we could only get through an appetizer and cheese fondue.	misc	neutral
to me it exemplifies soho, cute, artsy, interesting.	ambience	positive
try everything for that matter, it is all good.	food	positive
both times we waited well over a half hour for a table (even though we had reservations).	service	negative
happy to be a regular at this place and would warmly recommend it to anyone.	misc	positive
i've been eating at taj mahal for over twenty years and have found them to be the most excellent of the indian eateries on this block of indian restaurants.	misc	positive
night without a reservation, we had to wait at the bar for a little while, but the manager was so nice and made our wait a great experience.	service	positive
try the green curry!!!	food	positive
we had the scallops as an appetizer and they were delicious and the sauce was wonderful.	food	positive
we were also seated promptly at the time of our reservation and the service was very quick and professional.	service	positive
you rarely have to wait for a seat and the currys (massaman, green, red) are full of flavor and come super spicy if you ask for it.	food	positive
you rarely have to wait for a seat and the currys (massaman, green, red) are full of flavor and come super spicy if you ask for it.	service	positive
the food there are satisfying.	food	positive
i highly recommend to anyone to give this place a try.	misc	positive
i highly recommend visiting this restaurant and having dinner and drinks!	misc	positive
i highly recommend visiting this restaurant and having dinner and drinks!	food	positive
the bar is very well stocked with interesting beers and well priced wines.	food	positive
i agree.	misc	neutral
last memorial day, i tried to make reservations but was told they were closed that weekend (interesting, but).	misc	negative
last memorial day, i tried to make reservations but was told they were closed that weekend (interesting, but).	service	negative
the food was good.	food	positive
great wine selection, gigondas is worth the price, and the house champagne is a great value.	food	positive
at night, but it's hard to hear your own conversation with everyone else competing for that same luxury - the music playing in the background is also voluminous.	ambience	negative
it just wasn't thai.	misc	negative
i have enjoyed everything i have ever gotten and the fish is so fresh and always prepared in a great way.	food	positive
i have enjoyed everything i have ever gotten and the fish is so fresh and always prepared in a great way.	misc	positive
i particularly love their yellowfin tuna and their mussel selection.	food	positive
i love to visit murrays for my bagel fix.	misc	positive
we made early dinner reservations and were thoroughly impressed, reminds me of my grandfather, its old school italian scenery with lots of fun stuff to admire.	ambience	positive
recommended.	misc	positive
the place was nice and calm.	ambience	positive
cheese plate is a varied delight and great bargain at $10.	food	positive
cheese plate is a varied delight and great bargain at $10.	price	positive
i could have drank 4 glasses of water and still been parched - so watch out.	food	negative
when we sat, we got great and fast service.	service	positive
most of the servers are very attentive, friendly and quite attractive.	service	positive
i think locals rate this place so high.	misc	neutral
service is average.	service	neutral
but they've done a really nice job of offering all the typical pizzeria faves plus some terrific specials like the godmother pizza (a sort of traditional flat pizza with an olive oil-brushed crust and less tomato sauce than usual).	food	positive
go girls!!!	misc	positive
they forgot a sandwich, didn't include plastic forks, and didn't include pita with the hummus platter.	service	negative
the steak is good, the fish is good and the sushi was surprisingly great.	food	positive
for asian fusion, there are many places further downtown.	misc	neutral
old school meets new world.	misc	neutral
i am reluctant to write because i would not want my jem of a pizza place to become overcrowded.	misc	positive
the service was poor, restaurant poorly lit, staff not very attentive and i would have rather eaten at a mcdonald's than this joint.	service	negative
the service was poor, restaurant poorly lit, staff not very attentive and i would have rather eaten at a mcdonald's than this joint.	ambience	negative
this is probably one of my new favorite places.	misc	positive
for being number 1, this place has alot of work to do in order to truly earn its so called reputation.	misc	negative
for myself and family we would only go here to celebrate an occasion, i do prefer smaller, quieter restaurants.	misc	neutral
for myself and family we would only go here to celebrate an occasion, i do prefer smaller, quieter restaurants.	ambience	neutral
the one on the east side is much better than the one on the west side.	misc	neutral
they all know you.	service	positive
my gf and i still choose to eat there a lot because of diverse cocktails, the chill decor, and the decent sushi.	food	positive
my gf and i still choose to eat there a lot because of diverse cocktails, the chill decor, and the decent sushi.	ambience	positive
we ended the dinner with a surprisingly light and flaky apple tarte tatin.	food	positive
the buffet had a nice selection.	food	positive
staff are very friendly.	service	positive
this restaurant is such a great place.	misc	positive
once you step into cosette, you're miraculously in a small, off-the-beaten path parisian bistro.	ambience	neutral
i've been several times and am totally smitten.	misc	positive
terrible experience.	misc	negative
i love the place.	misc	positive
service was slow had to wait to order and get food although not crowded.	service	negative
will have to return to try the chocolate!	misc	neutral
it's only $1.95 for a regular slice and $4.00 for a slice with a mushroom, not mushrooms.	price	positive
there is a real gallery of stars that have visited.	ambience	neutral
the food was below average, the service was pathetic, there was no ambience at all.	food	negative
the food was below average, the service was pathetic, there was no ambience at all.	service	negative
the food was below average, the service was pathetic, there was no ambience at all.	ambience	negative
i really enjoyed the shows put on by the actors.	ambience	positive
our first time in new york and we had to try a new york bagel.	misc	neutral
service was efficient courteous.	service	positive
this one is definitely my least favorite.	misc	negative
i have been urged by friends for months to check out the mermaid inn.	misc	neutral
the miso soup lacked flavor and the fish was unfortunately not as well prepared as in the past.	food	negative
everytime my husband and i go there, we are never disappointed.	misc	positive
they are the best bagels i've had.	food	positive
we were not disappointed.	misc	positive
i've read some of the previews reviews - people are either not new yorkers or have more appreciation for ambience then food.	misc	neutral
toons has recently been redone, so it's now a very attractive space.	ambience	positive
$160 for 2 fillets, 2 sides, an appetizer and drinks.	food	neutral
$160 for 2 fillets, 2 sides, an appetizer and drinks.	price	neutral
while the prices are nothing special, the portions are huge.	price	positive
while the prices are nothing special, the portions are huge.	food	positive
its a nice quiet location to go eat a good meal, relax, be able to talk and have a very good time.	ambience	positive
its a nice quiet location to go eat a good meal, relax, be able to talk and have a very good time.	food	positive
we arrived for dinner expecting to be impressed by a place that has an impressive past - but, that's just it -- the past!	misc	negative
however, i think this place is a good hang out spot.	ambience	positive
the menu is prix fixe, so be prepared to spend at least $60 per person, but it is well worth it superb food.	price	negative
the menu is prix fixe, so be prepared to spend at least $60 per person, but it is well worth it superb food.	food	positive
rao is a good restaurant, but it's nothing special.	misc	neutral
the wine list is extensive and impressive.	food	positive
we had the most wonderful waitress.	service	positive
while the staff at this little bistro is very friendly, i have never experienced more incompetency.	service	conflict
the quail was fantastic and unique and the pastas were full of flavor.	food	positive
when we left at 8:00 pm, it was packed and noisy.	misc	neutral
when we left at 8:00 pm, it was packed and noisy.	ambience	negative
okay, so i never write but there doesn't seem to fair balance of positive to negative reviews concerning green bo and it's time to speak up - i live in chinatown.	misc	neutral
the zucchini and mashed potatoes are a blend of garlic and butter which simply melts in your mouth.	food	positive
the staff is courteous and friendly.	service	positive
never fails to please.	misc	positive
decor is nice though service can be spotty.	service	positive
decor is nice though service can be spotty.	ambience	positive
aside from the rushed service, we were very impressed with the food and the drinks.	food	positive
aside from the rushed service, we were very impressed with the food and the drinks.	service	negative
will absolutely visit again.	misc	positive
make sure you have the spicy scallop roll.	food	positive
i would highly recommend this place to anyone who is looking for a fine indian dining experience that is definitely a value for your dollar.	misc	positive
i would highly recommend this place to anyone who is looking for a fine indian dining experience that is definitely a value for your dollar.	price	positive
i would highly recommend this place to anyone who is looking for a fine indian dining experience that is definitely a value for your dollar.	food	positive
and even with it's pub atmosphere they were great to my kids too!	ambience	conflict
this big draw is the all you can sushi here for $19.95!	price	positive
i consider the best grand sichuan restaurant in nyc.	misc	positive
we spent 50 $$ definitely will come back with my friends!!!	misc	positive
we spent 50 $$ definitely will come back with my friends!!!	price	positive
went to village last night for my birthday.	misc	neutral
some of the workers ignore me and talk to the female customers, other times, they've skipped my order.	service	negative
the specials are usually quite good too.	food	positive
they've the best desserts and mixed drinks as well as snack foods.	food	positive
try the chocolate mud cake (warmed) with 2 scoops of dulce de leche gelato.	food	positive
that's good and bad.	misc	conflict
really cool staff inside.	ambience	positive
while the new restaurant still features much of the same classical furniture that made tiffin so attractive, the menu has been overhauled.	misc	neutral
while the new restaurant still features much of the same classical furniture that made tiffin so attractive, the menu has been overhauled.	ambience	positive
while the new restaurant still features much of the same classical furniture that made tiffin so attractive, the menu has been overhauled.	food	negative
the best burger i have had in the village.	food	positive
we visited orsay during ny restaurant week and tried their $35 menu.	misc	neutral
i would have gotten some cole slaw and a knish if my stomach had more space.	food	positive
came here for restaurant week, didn't save much, but it was still great.	misc	conflict
came here for restaurant week, didn't save much, but it was still great.	price	conflict
would never go back there.	misc	negative
three of us arrived for dinner about 5:30 on a week night without reservations.	misc	neutral
the blond wood decor is very soothing, the premium sake is excellent and the service is great.	food	positive
the blond wood decor is very soothing, the premium sake is excellent and the service is great.	service	positive
the blond wood decor is very soothing, the premium sake is excellent and the service is great.	ambience	positive
there is usually a wait but it is well worth it.	misc	conflict
be careful, when they say spicy, they mean it!	misc	neutral
your money could easily be better spent elsewhere (anywhere).	misc	negative
only drawback - they won't toast your bagel, and they don't make eggs for the bagel.	service	negative
as always we had a great glass of wine while we waited.	food	positive
bring your appetites.	misc	neutral
the wait staff is pleasant, fun, and for the most part gorgeous (in the wonderful aesthetic beautification way, not in that she's-way-cuter-than-me-that-b@#$* way).	service	positive
of course this atmosphere is lacking, but what do you expect from a 24 hour bagel place anyways?	ambience	negative
service was very good and warm.	service	positive
for dinner i had the chicken tikka masala and some garlic naan.	food	neutral
cornelia street looks like a broadway set for west side story and the inside of po is so cool quaint you really can't top the setting for a romantic dinner in nyc.	ambience	positive
like others have said, don't expect the restaurant to make a nite out romantic for you and yes, a busy restaurant may require you to wait.	ambience	negative
