sentence	aspect	polarity
it's a rather cramped and busy restaurant and it closes early.	restaurant	none
it's a rather cramped and busy restaurant and it closes early.	location	none
it's a rather cramped and busy restaurant and it closes early.	drinks	none
the environment is romantic, but the food is horrible, the service is pathetic, and gabriella lies about everything she could.	misc	none
the environment is romantic, but the food is horrible, the service is pathetic, and gabriella lies about everything she could.	price	none
the environment is romantic, but the food is horrible, the service is pathetic, and gabriella lies about everything she could.	restaurant	none
the environment is romantic, but the food is horrible, the service is pathetic, and gabriella lies about everything she could.	location	none
the environment is romantic, but the food is horrible, the service is pathetic, and gabriella lies about everything she could.	drinks	none
we had crawfish boiled and despite making a mess, it was a ton of fun and quite tasty as well.	service	none
we had crawfish boiled and despite making a mess, it was a ton of fun and quite tasty as well.	misc	none
we had crawfish boiled and despite making a mess, it was a ton of fun and quite tasty as well.	price	none
we had crawfish boiled and despite making a mess, it was a ton of fun and quite tasty as well.	ambience	none
we had crawfish boiled and despite making a mess, it was a ton of fun and quite tasty as well.	restaurant	none
we had crawfish boiled and despite making a mess, it was a ton of fun and quite tasty as well.	location	none
we had crawfish boiled and despite making a mess, it was a ton of fun and quite tasty as well.	drinks	none
i had very high expectations for this place and made a reservation a couple of months in advance for a special occasion.	service	none
i had very high expectations for this place and made a reservation a couple of months in advance for a special occasion.	food	none
i had very high expectations for this place and made a reservation a couple of months in advance for a special occasion.	price	none
i had very high expectations for this place and made a reservation a couple of months in advance for a special occasion.	ambience	none
i had very high expectations for this place and made a reservation a couple of months in advance for a special occasion.	restaurant	none
i had very high expectations for this place and made a reservation a couple of months in advance for a special occasion.	location	none
i had very high expectations for this place and made a reservation a couple of months in advance for a special occasion.	drinks	none
they were served warm and had a soft fluffy interior.	service	none
they were served warm and had a soft fluffy interior.	misc	none
they were served warm and had a soft fluffy interior.	price	none
they were served warm and had a soft fluffy interior.	ambience	none
they were served warm and had a soft fluffy interior.	restaurant	none
they were served warm and had a soft fluffy interior.	location	none
they were served warm and had a soft fluffy interior.	drinks	none
what came to our table was burned beyond recognition and stringy.	service	none
what came to our table was burned beyond recognition and stringy.	misc	none
what came to our table was burned beyond recognition and stringy.	price	none
what came to our table was burned beyond recognition and stringy.	ambience	none
what came to our table was burned beyond recognition and stringy.	restaurant	none
what came to our table was burned beyond recognition and stringy.	location	none
what came to our table was burned beyond recognition and stringy.	drinks	none
i had the pad thai and the noodles were sticky.	service	none
i had the pad thai and the noodles were sticky.	misc	none
i had the pad thai and the noodles were sticky.	price	none
i had the pad thai and the noodles were sticky.	ambience	none
i had the pad thai and the noodles were sticky.	restaurant	none
i had the pad thai and the noodles were sticky.	location	none
i had the pad thai and the noodles were sticky.	drinks	none
so i've never actually been to m proper, but i've had it delivered a few times.	service	none
so i've never actually been to m proper, but i've had it delivered a few times.	food	none
so i've never actually been to m proper, but i've had it delivered a few times.	price	none
so i've never actually been to m proper, but i've had it delivered a few times.	ambience	none
so i've never actually been to m proper, but i've had it delivered a few times.	restaurant	none
so i've never actually been to m proper, but i've had it delivered a few times.	location	none
so i've never actually been to m proper, but i've had it delivered a few times.	drinks	none
among all of the new 5th avenue restaurants, this offers by far one of the best values for your money.	service	none
among all of the new 5th avenue restaurants, this offers by far one of the best values for your money.	food	none
among all of the new 5th avenue restaurants, this offers by far one of the best values for your money.	misc	none
among all of the new 5th avenue restaurants, this offers by far one of the best values for your money.	ambience	none
among all of the new 5th avenue restaurants, this offers by far one of the best values for your money.	restaurant	none
among all of the new 5th avenue restaurants, this offers by far one of the best values for your money.	location	none
among all of the new 5th avenue restaurants, this offers by far one of the best values for your money.	drinks	none
frankly, when you compare what you can have here for lunch, versus mcds or so many other sandwich shops in the city, there is no comparison.	service	none
frankly, when you compare what you can have here for lunch, versus mcds or so many other sandwich shops in the city, there is no comparison.	misc	none
frankly, when you compare what you can have here for lunch, versus mcds or so many other sandwich shops in the city, there is no comparison.	price	none
frankly, when you compare what you can have here for lunch, versus mcds or so many other sandwich shops in the city, there is no comparison.	ambience	none
frankly, when you compare what you can have here for lunch, versus mcds or so many other sandwich shops in the city, there is no comparison.	restaurant	none
frankly, when you compare what you can have here for lunch, versus mcds or so many other sandwich shops in the city, there is no comparison.	location	none
frankly, when you compare what you can have here for lunch, versus mcds or so many other sandwich shops in the city, there is no comparison.	drinks	none
the hostess is rude to the point of being offensive.	food	none
the hostess is rude to the point of being offensive.	misc	none
the hostess is rude to the point of being offensive.	price	none
the hostess is rude to the point of being offensive.	ambience	none
the hostess is rude to the point of being offensive.	restaurant	none
the hostess is rude to the point of being offensive.	location	none
the hostess is rude to the point of being offensive.	drinks	none
if you're craving for haru's great food, especially the house roll, but can't stand the wait building outside, head across the street to their sake bar!	misc	none
if you're craving for haru's great food, especially the house roll, but can't stand the wait building outside, head across the street to their sake bar!	price	none
if you're craving for haru's great food, especially the house roll, but can't stand the wait building outside, head across the street to their sake bar!	ambience	none
if you're craving for haru's great food, especially the house roll, but can't stand the wait building outside, head across the street to their sake bar!	restaurant	none
if you're craving for haru's great food, especially the house roll, but can't stand the wait building outside, head across the street to their sake bar!	location	none
if you're craving for haru's great food, especially the house roll, but can't stand the wait building outside, head across the street to their sake bar!	drinks	none
a narrow corridor leads to a tiny space where there are three tiny white tiled counters, a great deal of mess (stacks of bottles, cans) and a small counter holding 12-14 entrees.	service	none
a narrow corridor leads to a tiny space where there are three tiny white tiled counters, a great deal of mess (stacks of bottles, cans) and a small counter holding 12-14 entrees.	food	none
a narrow corridor leads to a tiny space where there are three tiny white tiled counters, a great deal of mess (stacks of bottles, cans) and a small counter holding 12-14 entrees.	misc	none
a narrow corridor leads to a tiny space where there are three tiny white tiled counters, a great deal of mess (stacks of bottles, cans) and a small counter holding 12-14 entrees.	price	none
a narrow corridor leads to a tiny space where there are three tiny white tiled counters, a great deal of mess (stacks of bottles, cans) and a small counter holding 12-14 entrees.	restaurant	none
a narrow corridor leads to a tiny space where there are three tiny white tiled counters, a great deal of mess (stacks of bottles, cans) and a small counter holding 12-14 entrees.	location	none
a narrow corridor leads to a tiny space where there are three tiny white tiled counters, a great deal of mess (stacks of bottles, cans) and a small counter holding 12-14 entrees.	drinks	none
the food is great.	service	none
the food is great.	misc	none
the food is great.	price	none
the food is great.	ambience	none
the food is great.	restaurant	none
the food is great.	location	none
the food is great.	drinks	none
succulent steaks cooked precisely to your desired "doneness" accompanied by salads and sides that don't look like leafy road kill.	service	none
succulent steaks cooked precisely to your desired "doneness" accompanied by salads and sides that don't look like leafy road kill.	misc	none
succulent steaks cooked precisely to your desired "doneness" accompanied by salads and sides that don't look like leafy road kill.	price	none
succulent steaks cooked precisely to your desired "doneness" accompanied by salads and sides that don't look like leafy road kill.	ambience	none
succulent steaks cooked precisely to your desired "doneness" accompanied by salads and sides that don't look like leafy road kill.	restaurant	none
succulent steaks cooked precisely to your desired "doneness" accompanied by salads and sides that don't look like leafy road kill.	location	none
succulent steaks cooked precisely to your desired "doneness" accompanied by salads and sides that don't look like leafy road kill.	drinks	none
lunch came with pickles and slaw, no extra charge.	service	none
lunch came with pickles and slaw, no extra charge.	food	none
lunch came with pickles and slaw, no extra charge.	misc	none
lunch came with pickles and slaw, no extra charge.	ambience	none
lunch came with pickles and slaw, no extra charge.	restaurant	none
lunch came with pickles and slaw, no extra charge.	location	none
lunch came with pickles and slaw, no extra charge.	drinks	none
decent wine at reasonable prices.	service	none
decent wine at reasonable prices.	misc	none
decent wine at reasonable prices.	ambience	none
decent wine at reasonable prices.	restaurant	none
decent wine at reasonable prices.	location	none
decent wine at reasonable prices.	drinks	none
all conveniently delivered right to the door.	food	none
all conveniently delivered right to the door.	misc	none
all conveniently delivered right to the door.	price	none
all conveniently delivered right to the door.	ambience	none
all conveniently delivered right to the door.	restaurant	none
all conveniently delivered right to the door.	location	none
all conveniently delivered right to the door.	drinks	none
even the wine by the glass was good.	service	none
even the wine by the glass was good.	misc	none
even the wine by the glass was good.	price	none
even the wine by the glass was good.	ambience	none
even the wine by the glass was good.	restaurant	none
even the wine by the glass was good.	location	none
even the wine by the glass was good.	drinks	none
nice family owned traditional restaurant.	service	none
nice family owned traditional restaurant.	food	none
nice family owned traditional restaurant.	price	none
nice family owned traditional restaurant.	ambience	none
nice family owned traditional restaurant.	restaurant	none
nice family owned traditional restaurant.	location	none
nice family owned traditional restaurant.	drinks	none
would have rather tried terrace in the sky or water club for that price	service	none
would have rather tried terrace in the sky or water club for that price	food	none
would have rather tried terrace in the sky or water club for that price	ambience	none
would have rather tried terrace in the sky or water club for that price	restaurant	none
would have rather tried terrace in the sky or water club for that price	location	none
would have rather tried terrace in the sky or water club for that price	drinks	none
this dish is my favorite and i always get it when i go there and never get tired of it.	service	none
this dish is my favorite and i always get it when i go there and never get tired of it.	misc	none
this dish is my favorite and i always get it when i go there and never get tired of it.	price	none
this dish is my favorite and i always get it when i go there and never get tired of it.	ambience	none
this dish is my favorite and i always get it when i go there and never get tired of it.	restaurant	none
this dish is my favorite and i always get it when i go there and never get tired of it.	location	none
this dish is my favorite and i always get it when i go there and never get tired of it.	drinks	none
i also ordered the change mojito, which was out of this world.	service	none
i also ordered the change mojito, which was out of this world.	misc	none
i also ordered the change mojito, which was out of this world.	price	none
i also ordered the change mojito, which was out of this world.	ambience	none
i also ordered the change mojito, which was out of this world.	restaurant	none
i also ordered the change mojito, which was out of this world.	location	none
i also ordered the change mojito, which was out of this world.	drinks	none
okay service.	food	none
okay service.	misc	none
okay service.	price	none
okay service.	ambience	none
okay service.	restaurant	none
okay service.	location	none
okay service.	drinks	none
the only thing more wonderful than the food (which is exceptional) is the service.	misc	none
the only thing more wonderful than the food (which is exceptional) is the service.	price	none
the only thing more wonderful than the food (which is exceptional) is the service.	ambience	none
the only thing more wonderful than the food (which is exceptional) is the service.	restaurant	none
the only thing more wonderful than the food (which is exceptional) is the service.	location	none
the only thing more wonderful than the food (which is exceptional) is the service.	drinks	none
we were very pleasantly surprised.	service	none
we were very pleasantly surprised.	food	none
we were very pleasantly surprised.	price	none
we were very pleasantly surprised.	ambience	none
we were very pleasantly surprised.	restaurant	none
we were very pleasantly surprised.	location	none
we were very pleasantly surprised.	drinks	none
the food was just awful, atrocious actually.	service	none
the food was just awful, atrocious actually.	misc	none
the food was just awful, atrocious actually.	price	none
the food was just awful, atrocious actually.	ambience	none
the food was just awful, atrocious actually.	restaurant	none
the food was just awful, atrocious actually.	location	none
the food was just awful, atrocious actually.	drinks	none
i will never visit this restaurant again.	service	none
i will never visit this restaurant again.	food	none
i will never visit this restaurant again.	price	none
i will never visit this restaurant again.	ambience	none
i will never visit this restaurant again.	restaurant	none
i will never visit this restaurant again.	location	none
i will never visit this restaurant again.	drinks	none
the soup for the udon was soy sauce and water.	service	none
the soup for the udon was soy sauce and water.	misc	none
the soup for the udon was soy sauce and water.	price	none
the soup for the udon was soy sauce and water.	ambience	none
the soup for the udon was soy sauce and water.	restaurant	none
the soup for the udon was soy sauce and water.	location	none
the soup for the udon was soy sauce and water.	drinks	none
the anti-pasta was excellent, especially the calamari, as were the filling pasta mains.	service	none
the anti-pasta was excellent, especially the calamari, as were the filling pasta mains.	misc	none
the anti-pasta was excellent, especially the calamari, as were the filling pasta mains.	price	none
the anti-pasta was excellent, especially the calamari, as were the filling pasta mains.	ambience	none
the anti-pasta was excellent, especially the calamari, as were the filling pasta mains.	restaurant	none
the anti-pasta was excellent, especially the calamari, as were the filling pasta mains.	location	none
the anti-pasta was excellent, especially the calamari, as were the filling pasta mains.	drinks	none
the waitress suggested glasses of wine that went very well with the food.	misc	none
the waitress suggested glasses of wine that went very well with the food.	price	none
the waitress suggested glasses of wine that went very well with the food.	ambience	none
the waitress suggested glasses of wine that went very well with the food.	restaurant	none
the waitress suggested glasses of wine that went very well with the food.	location	none
the waitress suggested glasses of wine that went very well with the food.	drinks	none
(or sister, in my case!).	service	none
(or sister, in my case!).	food	none
(or sister, in my case!).	price	none
(or sister, in my case!).	ambience	none
(or sister, in my case!).	restaurant	none
(or sister, in my case!).	location	none
(or sister, in my case!).	drinks	none
i've eaten at many different indian restaurants.	service	none
i've eaten at many different indian restaurants.	food	none
i've eaten at many different indian restaurants.	price	none
i've eaten at many different indian restaurants.	ambience	none
i've eaten at many different indian restaurants.	restaurant	none
i've eaten at many different indian restaurants.	location	none
i've eaten at many different indian restaurants.	drinks	none
they might be all business at the counter when you give your order, but their food says i love you.	misc	none
they might be all business at the counter when you give your order, but their food says i love you.	price	none
they might be all business at the counter when you give your order, but their food says i love you.	ambience	none
they might be all business at the counter when you give your order, but their food says i love you.	restaurant	none
they might be all business at the counter when you give your order, but their food says i love you.	location	none
they might be all business at the counter when you give your order, but their food says i love you.	drinks	none
we are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.	service	none
we are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.	misc	none
we are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.	price	none
we are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.	ambience	none
we are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.	restaurant	none
we are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.	location	none
we are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.	drinks	none
try their plain pizza with fresh garlic or eggplant.	service	none
try their plain pizza with fresh garlic or eggplant.	misc	none
try their plain pizza with fresh garlic or eggplant.	price	none
try their plain pizza with fresh garlic or eggplant.	ambience	none
try their plain pizza with fresh garlic or eggplant.	restaurant	none
try their plain pizza with fresh garlic or eggplant.	location	none
try their plain pizza with fresh garlic or eggplant.	drinks	none
don't go there!	service	none
don't go there!	food	none
don't go there!	price	none
don't go there!	ambience	none
don't go there!	restaurant	none
don't go there!	location	none
don't go there!	drinks	none
ok, so the servers wander around a little clueless, but there's more than enough servers for the crowd they get -- it's fine, you just have to make a small effort to get their attention.	food	none
ok, so the servers wander around a little clueless, but there's more than enough servers for the crowd they get -- it's fine, you just have to make a small effort to get their attention.	misc	none
ok, so the servers wander around a little clueless, but there's more than enough servers for the crowd they get -- it's fine, you just have to make a small effort to get their attention.	price	none
ok, so the servers wander around a little clueless, but there's more than enough servers for the crowd they get -- it's fine, you just have to make a small effort to get their attention.	ambience	none
ok, so the servers wander around a little clueless, but there's more than enough servers for the crowd they get -- it's fine, you just have to make a small effort to get their attention.	restaurant	none
ok, so the servers wander around a little clueless, but there's more than enough servers for the crowd they get -- it's fine, you just have to make a small effort to get their attention.	location	none
ok, so the servers wander around a little clueless, but there's more than enough servers for the crowd they get -- it's fine, you just have to make a small effort to get their attention.	drinks	none
good luck getting a table.	service	none
good luck getting a table.	food	none
good luck getting a table.	price	none
good luck getting a table.	ambience	none
good luck getting a table.	restaurant	none
good luck getting a table.	location	none
good luck getting a table.	drinks	none
we picked it randomly, without a recommendation from someone who has been there, so we weren't sure what to expect.	service	none
we picked it randomly, without a recommendation from someone who has been there, so we weren't sure what to expect.	food	none
we picked it randomly, without a recommendation from someone who has been there, so we weren't sure what to expect.	price	none
we picked it randomly, without a recommendation from someone who has been there, so we weren't sure what to expect.	ambience	none
we picked it randomly, without a recommendation from someone who has been there, so we weren't sure what to expect.	restaurant	none
we picked it randomly, without a recommendation from someone who has been there, so we weren't sure what to expect.	location	none
we picked it randomly, without a recommendation from someone who has been there, so we weren't sure what to expect.	drinks	none
don't look down your nose at me like that.	service	none
don't look down your nose at me like that.	food	none
don't look down your nose at me like that.	price	none
don't look down your nose at me like that.	ambience	none
don't look down your nose at me like that.	restaurant	none
don't look down your nose at me like that.	location	none
don't look down your nose at me like that.	drinks	none
planet thai is great!	service	none
planet thai is great!	food	none
planet thai is great!	price	none
planet thai is great!	ambience	none
planet thai is great!	restaurant	none
planet thai is great!	location	none
planet thai is great!	drinks	none
the service is awful.	food	none
the service is awful.	misc	none
the service is awful.	price	none
the service is awful.	ambience	none
the service is awful.	restaurant	none
the service is awful.	location	none
the service is awful.	drinks	none
just don't do it.	service	none
just don't do it.	food	none
just don't do it.	price	none
just don't do it.	ambience	none
just don't do it.	restaurant	none
just don't do it.	location	none
just don't do it.	drinks	none
just ignore the trendy wannabes.	service	none
just ignore the trendy wannabes.	food	none
just ignore the trendy wannabes.	price	none
just ignore the trendy wannabes.	ambience	none
just ignore the trendy wannabes.	restaurant	none
just ignore the trendy wannabes.	location	none
just ignore the trendy wannabes.	drinks	none
the takeout menu says to keep an eye out for an expanded menu offering more italian dishes, i can't wait!	service	none
the takeout menu says to keep an eye out for an expanded menu offering more italian dishes, i can't wait!	misc	none
the takeout menu says to keep an eye out for an expanded menu offering more italian dishes, i can't wait!	price	none
the takeout menu says to keep an eye out for an expanded menu offering more italian dishes, i can't wait!	ambience	none
the takeout menu says to keep an eye out for an expanded menu offering more italian dishes, i can't wait!	restaurant	none
the takeout menu says to keep an eye out for an expanded menu offering more italian dishes, i can't wait!	location	none
the takeout menu says to keep an eye out for an expanded menu offering more italian dishes, i can't wait!	drinks	none
trust me, it will be great, and all of it will be devoured in no time.	service	none
trust me, it will be great, and all of it will be devoured in no time.	misc	none
trust me, it will be great, and all of it will be devoured in no time.	price	none
trust me, it will be great, and all of it will be devoured in no time.	ambience	none
trust me, it will be great, and all of it will be devoured in no time.	restaurant	none
trust me, it will be great, and all of it will be devoured in no time.	location	none
trust me, it will be great, and all of it will be devoured in no time.	drinks	none
my girlfriends and i ate at o.g. again last night.	service	none
my girlfriends and i ate at o.g. again last night.	food	none
my girlfriends and i ate at o.g. again last night.	price	none
my girlfriends and i ate at o.g. again last night.	ambience	none
my girlfriends and i ate at o.g. again last night.	restaurant	none
my girlfriends and i ate at o.g. again last night.	location	none
my girlfriends and i ate at o.g. again last night.	drinks	none
i wish they had one near my office- i would go everyday.	service	none
i wish they had one near my office- i would go everyday.	food	none
i wish they had one near my office- i would go everyday.	price	none
i wish they had one near my office- i would go everyday.	ambience	none
i wish they had one near my office- i would go everyday.	restaurant	none
i wish they had one near my office- i would go everyday.	location	none
i wish they had one near my office- i would go everyday.	drinks	none
finally!	service	none
finally!	food	none
finally!	price	none
finally!	ambience	none
finally!	restaurant	none
finally!	location	none
finally!	drinks	none
amma has the worst value for money i have experienced in nyc over the past 2 years.	service	none
amma has the worst value for money i have experienced in nyc over the past 2 years.	food	none
amma has the worst value for money i have experienced in nyc over the past 2 years.	misc	none
amma has the worst value for money i have experienced in nyc over the past 2 years.	ambience	none
amma has the worst value for money i have experienced in nyc over the past 2 years.	restaurant	none
amma has the worst value for money i have experienced in nyc over the past 2 years.	location	none
amma has the worst value for money i have experienced in nyc over the past 2 years.	drinks	none
i am not the most experienced person when it comes to thai food, but my friend who took me there is.	service	none
i am not the most experienced person when it comes to thai food, but my friend who took me there is.	food	none
i am not the most experienced person when it comes to thai food, but my friend who took me there is.	price	none
i am not the most experienced person when it comes to thai food, but my friend who took me there is.	ambience	none
i am not the most experienced person when it comes to thai food, but my friend who took me there is.	restaurant	none
i am not the most experienced person when it comes to thai food, but my friend who took me there is.	location	none
i am not the most experienced person when it comes to thai food, but my friend who took me there is.	drinks	none
i think this would be a pretty good spot if it were not so overpriced and overrated.	service	none
i think this would be a pretty good spot if it were not so overpriced and overrated.	food	none
i think this would be a pretty good spot if it were not so overpriced and overrated.	misc	none
i think this would be a pretty good spot if it were not so overpriced and overrated.	ambience	none
i think this would be a pretty good spot if it were not so overpriced and overrated.	restaurant	none
i think this would be a pretty good spot if it were not so overpriced and overrated.	location	none
i think this would be a pretty good spot if it were not so overpriced and overrated.	drinks	none
regardless of whether there are two people or two hundred people ahead of you the hostess will take your name and tell you five minutes.	food	none
regardless of whether there are two people or two hundred people ahead of you the hostess will take your name and tell you five minutes.	misc	none
regardless of whether there are two people or two hundred people ahead of you the hostess will take your name and tell you five minutes.	price	none
regardless of whether there are two people or two hundred people ahead of you the hostess will take your name and tell you five minutes.	ambience	none
regardless of whether there are two people or two hundred people ahead of you the hostess will take your name and tell you five minutes.	restaurant	none
regardless of whether there are two people or two hundred people ahead of you the hostess will take your name and tell you five minutes.	location	none
regardless of whether there are two people or two hundred people ahead of you the hostess will take your name and tell you five minutes.	drinks	none
the pizza is good though.	service	none
the pizza is good though.	misc	none
the pizza is good though.	price	none
the pizza is good though.	ambience	none
the pizza is good though.	restaurant	none
the pizza is good though.	location	none
the pizza is good though.	drinks	none
bottles of wine are cheap and good.	service	none
bottles of wine are cheap and good.	misc	none
bottles of wine are cheap and good.	ambience	none
bottles of wine are cheap and good.	restaurant	none
bottles of wine are cheap and good.	location	none
bottles of wine are cheap and good.	drinks	none
you will not be disappointed at all.	service	none
you will not be disappointed at all.	food	none
you will not be disappointed at all.	price	none
you will not be disappointed at all.	ambience	none
you will not be disappointed at all.	restaurant	none
you will not be disappointed at all.	location	none
you will not be disappointed at all.	drinks	none
walk-ins are risky too.	service	none
walk-ins are risky too.	food	none
walk-ins are risky too.	price	none
walk-ins are risky too.	ambience	none
walk-ins are risky too.	restaurant	none
walk-ins are risky too.	location	none
walk-ins are risky too.	drinks	none
the have over 100 different beers to offer their guest so that made my husband very happy and the food was delicious, if i must recommend a dish it must be the pumpkin tortellini.	service	none
the have over 100 different beers to offer their guest so that made my husband very happy and the food was delicious, if i must recommend a dish it must be the pumpkin tortellini.	misc	none
the have over 100 different beers to offer their guest so that made my husband very happy and the food was delicious, if i must recommend a dish it must be the pumpkin tortellini.	price	none
the have over 100 different beers to offer their guest so that made my husband very happy and the food was delicious, if i must recommend a dish it must be the pumpkin tortellini.	ambience	none
the have over 100 different beers to offer their guest so that made my husband very happy and the food was delicious, if i must recommend a dish it must be the pumpkin tortellini.	restaurant	none
the have over 100 different beers to offer their guest so that made my husband very happy and the food was delicious, if i must recommend a dish it must be the pumpkin tortellini.	location	none
the have over 100 different beers to offer their guest so that made my husband very happy and the food was delicious, if i must recommend a dish it must be the pumpkin tortellini.	drinks	none
they didn't give us the dinner special until we asked for it.	food	none
they didn't give us the dinner special until we asked for it.	misc	none
they didn't give us the dinner special until we asked for it.	price	none
they didn't give us the dinner special until we asked for it.	ambience	none
they didn't give us the dinner special until we asked for it.	restaurant	none
they didn't give us the dinner special until we asked for it.	location	none
they didn't give us the dinner special until we asked for it.	drinks	none
you must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert.	service	none
you must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert.	misc	none
you must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert.	price	none
you must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert.	ambience	none
you must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert.	restaurant	none
you must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert.	location	none
you must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert.	drinks	none
word of advice, save room for pasta dishes and never leave until you've had the tiramisu.	service	none
word of advice, save room for pasta dishes and never leave until you've had the tiramisu.	misc	none
word of advice, save room for pasta dishes and never leave until you've had the tiramisu.	price	none
word of advice, save room for pasta dishes and never leave until you've had the tiramisu.	ambience	none
word of advice, save room for pasta dishes and never leave until you've had the tiramisu.	restaurant	none
word of advice, save room for pasta dishes and never leave until you've had the tiramisu.	location	none
word of advice, save room for pasta dishes and never leave until you've had the tiramisu.	drinks	none
very good service and very good prices.	food	none
very good service and very good prices.	misc	none
very good service and very good prices.	ambience	none
very good service and very good prices.	restaurant	none
very good service and very good prices.	location	none
very good service and very good prices.	drinks	none
i recently went to this restaurant with some co-workers for lunch and had an amazing time.	service	none
i recently went to this restaurant with some co-workers for lunch and had an amazing time.	food	none
i recently went to this restaurant with some co-workers for lunch and had an amazing time.	price	none
i recently went to this restaurant with some co-workers for lunch and had an amazing time.	ambience	none
i recently went to this restaurant with some co-workers for lunch and had an amazing time.	restaurant	none
i recently went to this restaurant with some co-workers for lunch and had an amazing time.	location	none
i recently went to this restaurant with some co-workers for lunch and had an amazing time.	drinks	none
the service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.	food	none
the service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.	misc	none
the service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.	price	none
the service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.	ambience	none
the service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.	restaurant	none
the service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.	location	none
the service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.	drinks	none
ess-a-bagel (either by sty-town or midtown) is by far the best bagel in ny.	service	none
ess-a-bagel (either by sty-town or midtown) is by far the best bagel in ny.	misc	none
ess-a-bagel (either by sty-town or midtown) is by far the best bagel in ny.	price	none
ess-a-bagel (either by sty-town or midtown) is by far the best bagel in ny.	ambience	none
ess-a-bagel (either by sty-town or midtown) is by far the best bagel in ny.	restaurant	none
ess-a-bagel (either by sty-town or midtown) is by far the best bagel in ny.	location	none
ess-a-bagel (either by sty-town or midtown) is by far the best bagel in ny.	drinks	none
our food was great too!	service	none
our food was great too!	misc	none
our food was great too!	price	none
our food was great too!	ambience	none
our food was great too!	restaurant	none
our food was great too!	location	none
our food was great too!	drinks	none
open late (well as late as i ever got there and i'm a night person)	service	none
open late (well as late as i ever got there and i'm a night person)	food	none
open late (well as late as i ever got there and i'm a night person)	price	none
open late (well as late as i ever got there and i'm a night person)	ambience	none
open late (well as late as i ever got there and i'm a night person)	restaurant	none
open late (well as late as i ever got there and i'm a night person)	location	none
open late (well as late as i ever got there and i'm a night person)	drinks	none
the most annoying thing, though, is the fact that the servers seem to be trained to drive revenue.	food	none
the most annoying thing, though, is the fact that the servers seem to be trained to drive revenue.	misc	none
the most annoying thing, though, is the fact that the servers seem to be trained to drive revenue.	price	none
the most annoying thing, though, is the fact that the servers seem to be trained to drive revenue.	ambience	none
the most annoying thing, though, is the fact that the servers seem to be trained to drive revenue.	restaurant	none
the most annoying thing, though, is the fact that the servers seem to be trained to drive revenue.	location	none
the most annoying thing, though, is the fact that the servers seem to be trained to drive revenue.	drinks	none
get your food to go, find a bench, and kick back with a plate of dumplings.	service	none
get your food to go, find a bench, and kick back with a plate of dumplings.	food	none
get your food to go, find a bench, and kick back with a plate of dumplings.	price	none
get your food to go, find a bench, and kick back with a plate of dumplings.	ambience	none
get your food to go, find a bench, and kick back with a plate of dumplings.	restaurant	none
get your food to go, find a bench, and kick back with a plate of dumplings.	location	none
get your food to go, find a bench, and kick back with a plate of dumplings.	drinks	none
please try the filet mignon, its just the most tender piece ever.	service	none
please try the filet mignon, its just the most tender piece ever.	misc	none
please try the filet mignon, its just the most tender piece ever.	price	none
please try the filet mignon, its just the most tender piece ever.	ambience	none
please try the filet mignon, its just the most tender piece ever.	restaurant	none
please try the filet mignon, its just the most tender piece ever.	location	none
please try the filet mignon, its just the most tender piece ever.	drinks	none
everything we had was pretty good, but we have only been there once.	service	none
everything we had was pretty good, but we have only been there once.	misc	none
everything we had was pretty good, but we have only been there once.	price	none
everything we had was pretty good, but we have only been there once.	ambience	none
everything we had was pretty good, but we have only been there once.	restaurant	none
everything we had was pretty good, but we have only been there once.	location	none
