sentence	aspect	polarity
It's very spicy but not offensive.	food quality	positive
We will definitely go back.	restaurant general	positive
Go to Volare for 1st class service and terrific food.	food quality	positive
Go to Volare for 1st class service and terrific food.	service general	positive
The portions are large and the servers always surprise us with a different starter.	food style options	positive
The portions are large and the servers always surprise us with a different starter.	service general	positive
The wine list is excellent.	drinks style options	positive
The food is amazing... especially if you get the Chef's tasting menu and your favourite bottle (or two!) of wine from an extensive selection of wines.	drinks style options	positive
The food is amazing... especially if you get the Chef's tasting menu and your favourite bottle (or two!) of wine from an extensive selection of wines.	food quality	positive
The place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occassion.	ambience general	negative
The place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occassion.	restaurant miscellaneous	positive
The place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occassion.	service general	positive
The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.	food prices	positive
The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.	food quality	positive
The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.	service general	positive
Please be aware that it's CASH or AMEX only!	restaurant miscellaneous	neutral
With the exception of our lemon salad that had so much pepper on it that our eyes started watering, the food here was decent, not great.	food quality	negative
The menu is very limited - i think we counted 4 or 5 entrees.	food style options	negative
We ordered the special, grilled branzino, that was so infused with bone, it was difficult to eat.	food quality	negative
The decor in this place is very diner-ish and the kind of place you expect in the East Village - not romantic, just simple, small and sparse.	ambience general	neutral
Problem is nothing at Prune is particularly memorable.	restaurant general	negative
No plans to return anytime soon.	restaurant general	negative
This place is so much fun.	ambience general	positive
Our family never expected such incredible entertainment in a restaurant.	restaurant general	positive
Our food was great too!	food quality	positive
And really large portions.	food style options	positive
The staff was the friendliest that have seen in New York.	service general	positive
We will go back every time we are in the City.	restaurant general	positive
If you want something really different than try Jekyll and Hyde.	restaurant general	positive
It is a lot of fun with live entertainment and all kinds of Disney type special effects.	ambience general	positive
The food was pretty tradional but it was hot and good with large portions.	food quality	positive
The food was pretty tradional but it was hot and good with large portions.	food style options	positive
I highly recommend it.	restaurant general	positive
The place is a lot of fun.	ambience general	positive
My six year old loved it.	restaurant general	positive
The characters really make for an enjoyable experience.	ambience general	positive
The food however, is what one might expect.	food quality	negative
It is very overpriced and not very tasty.	food prices	negative
It is very overpriced and not very tasty.	food quality	negative
However, I think Jeckll and Hydes t is one of those places that is fun to do once.	restaurant general	positive
We had a good time.	restaurant general	positive
Went there with my wife and we had to wait for a table even though you could see there many that were empty with not reservation sigh on them.	service general	negative
Service was slow had to wait to order and get food although not crowded.	service general	negative
Drinks way over priced.	drinks prices	negative
Food was good not great not worth the wait or another visit	food quality	neutral
Food was good not great not worth the wait or another visit	restaurant general	negative
Great pizza for lunch place.	food quality	positive
Service was quick.	service general	positive
The pizza was great.	food quality	positive
And it was quick which is very important.	service general	positive
Have the iced tea.	drinks quality	positive
It was wonderful.	drinks quality	positive
Whenever you need a Sushi fix, Mizu will be there with quality fish and great service.	food quality	positive
Whenever you need a Sushi fix, Mizu will be there with quality fish and great service.	service general	positive
Delivery is fast too.	service general	positive
Great friendly service, Fast seating, Fast Delivery, Excellent sushi.	food quality	positive
Great friendly service, Fast seating, Fast Delivery, Excellent sushi.	service general	positive
A little overpriced but worth it once you take a bite.	food prices	negative
A little overpriced but worth it once you take a bite.	food quality	positive
Ess-A-Bagel (either by Sty-town or midtown) is by far the best bagel in NY.	food quality	positive
The bagels always warm, soft on the inside, crispy on the outside and enormous in size.	food quality	positive
The bagels always warm, soft on the inside, crispy on the outside and enormous in size.	food style options	positive
They have a huge selection of different cream cheeses and all of their salads are great.	food quality	positive
They have a huge selection of different cream cheeses and all of their salads are great.	food style options	positive
The lox is always fresh too.	food quality	positive
Highly recommended to all!	restaurant general	positive
Not impressed with the food.	food quality	negative
Prices too high for this cramped and unappealing resturant.	ambience general	negative
Prices too high for this cramped and unappealing resturant.	restaurant prices	negative
Zero ambiance to boot.	ambience general	negative
I thought this place was totally overrated.	restaurant general	negative
Everything we had was good or ok....but definitely nothing great.	restaurant general	neutral
The ambience was nice, but service wasn't so great.	ambience general	positive
The ambience was nice, but service wasn't so great.	service general	negative
When you add it all together, it just doesn't seem worth it to me...especially considering the prices.	restaurant general	negative
When you add it all together, it just doesn't seem worth it to me...especially considering the prices.	restaurant prices	negative
This is the BEST Shabu-Shabu Restaurant in the Try-State Area.	restaurant general	positive
I have lived in Japan for 7 years and the taste of the food and the feel of the restaurant is like being back in Japan.	ambience general	positive
I have lived in Japan for 7 years and the taste of the food and the feel of the restaurant is like being back in Japan.	food quality	positive
Thius is a must for anyone who loves Shabu-Shabu.	food quality	positive
The atmosphere is nothing special, but it feels like a Sushi establishment in Tokyo.	ambience general	positive
The owner and staff are all Japanese as well and that adds to the entire ambiance.	ambience general	positive
The owner and staff are all Japanese as well and that adds to the entire ambiance.	restaurant miscellaneous	positive
Despite a slightly limited menu, everything prepared is done to perfection, ultra fresh and a work of food art.	food quality	positive
Despite a slightly limited menu, everything prepared is done to perfection, ultra fresh and a work of food art.	food style options	positive
I must give it Yon out of Yon stars!	restaurant general	positive
Taxan delicious!	food quality	positive
This restaurant was recommended by a local...as a matter of fact, he made the reservation for us and said we would not be disappointed!	restaurant general	positive
The prices were CHEAP compared to the quality of service and food.	food quality	positive
The prices were CHEAP compared to the quality of service and food.	restaurant prices	positive
The prices were CHEAP compared to the quality of service and food.	service general	positive
We liked it so much, that we will always make it a point to dine here when we visit New York.	restaurant general	positive
The location and ambience is Ok but the food is what makes up for it.	ambience general	neutral
The location and ambience is Ok but the food is what makes up for it.	food quality	positive
The location and ambience is Ok but the food is what makes up for it.	location general	neutral
There is a lot of variety even for people who eat vegetarian like me.	food style options	positive
Try green curry with vegetables.	food quality	positive
The quantity is also very good, you will come out satisfied.	food style options	positive
The service is ok, some of the people didn't get what they asked for.	service general	neutral
I was there on sat. for my birthday and we had an excellent time.	restaurant general	positive
I had the best ravioli ever.	food quality	positive
The wine the service was very good too.	drinks quality	positive
The wine the service was very good too.	service general	positive
Moderate prices.	restaurant prices	neutral
A little noise but I think that was because of our party!	ambience general	neutral
This quaint and romantic trattoria is at the top of my Manhattan restaurant list.	ambience general	positive
This quaint and romantic trattoria is at the top of my Manhattan restaurant list.	restaurant general	positive
The food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment.	food quality	positive
Whether it's the parmesean porcini souffle or the lamb glazed with balsamic vinegar, you will surely be transported to Northern Italy with one bite.	food quality	positive
Although the tables may be closely situated, the candle-light, food-quality and service overcompensate.	ambience general	negative
Although the tables may be closely situated, the candle-light, food-quality and service overcompensate.	food quality	positive
Although the tables may be closely situated, the candle-light, food-quality and service overcompensate.	service general	positive
A guaranteeed delight!	restaurant general	positive
I have known about this secret for the last 13 years, Emilio(the Godfather) has continued to serve food and wine for the gods at mortal prices.	drinks prices	positive
I have known about this secret for the last 13 years, Emilio(the Godfather) has continued to serve food and wine for the gods at mortal prices.	drinks quality	positive
I have known about this secret for the last 13 years, Emilio(the Godfather) has continued to serve food and wine for the gods at mortal prices.	food prices	positive
I have known about this secret for the last 13 years, Emilio(the Godfather) has continued to serve food and wine for the gods at mortal prices.	food quality	positive
If you go, try the marinara/arrabiatta sauce, the mozzarella en Carozza is mmmmmmmm..... everything is just delicious.	food quality	positive
Check out the secret back room.	ambience general	positive
I pray it stays open forever.	restaurant general	positive
Thank You Emilio.	restaurant general	positive
I found the food, service and value exceptional everytime I have been there.	food quality	positive
I found the food, service and value exceptional everytime I have been there.	restaurant prices	positive
I found the food, service and value exceptional everytime I have been there.	service general	positive
The food was authentic.	food quality	positive
I felt as though I were eating in Paris.	food quality	positive
The service was excellent - friendly and attentive.	service general	positive
The prices are wonderfully low.	restaurant prices	positive
Very good wine choices.	drinks style options	positive
Who has room for Cheesesticks with the best pizza in NYC!	food quality	positive
Get the pepperoni - YUM - and a family style salad.	food quality	positive
Great staff.	service general	positive
Always great service!	service general	positive
I go twice a month!	restaurant general	positive
Fantastic!	restaurant general	positive
The food is good, I can't lie.	food quality	positive
But the staff was so horrible to us.	service general	negative
The hostess and the waitress were incredibly rude and did everything they could to rush us out.	service general	negative
We were planning to get dessert but the waitress basically through the bill at us before we had a chance to order.	service general	negative
This place is pricey, and yes, the food is worth it; but the service makes you feel like you should be paying a quater of the price.	food quality	positive
This place is pricey, and yes, the food is worth it; but the service makes you feel like you should be paying a quater of the price.	restaurant prices	negative
This place is pricey, and yes, the food is worth it; but the service makes you feel like you should be paying a quater of the price.	service general	negative
Save yourself the time and trouble and skip this one!	restaurant general	negative
Amma is nothing special.	restaurant general	neutral
I ate here a week ago and found most dishes average at best and too expensive.	food prices	negative
I ate here a week ago and found most dishes average at best and too expensive.	food quality	negative
Will not be back.	restaurant general	negative
Don't dine at Tamarind for the vegetarian dishes, they are simply not up to par with the non-veg selections.	food quality	positive
Decor is nice though service can be spotty.	ambience general	positive
Decor is nice though service can be spotty.	service general	negative
This place is always packed.	restaurant miscellaneous	neutral
Most importantly, food is excellent.	food quality	positive
Try the sea bass.	food quality	positive
Highly recommended.	restaurant general	positive
First of all Dal Bukhara Rocks.	food quality	positive
I am happy i did the food was awsome.	food quality	positive
JUST AWSOME.	food quality	positive
and yes Dal Bukhara is so dam good and so are all the kababs.	food quality	positive
but overall i give it a 10	restaurant general	positive
10	restaurant general	positive
Haru on Park S is simply disgusting.	restaurant general	negative
The fish was not fresh and the rice tasted old and stale.	food quality	negative
Quite frankly, this is some of the worst sushi I have ever tried.	food quality	negative
Will never be back.	restaurant general	negative
honestly the worst sushi my husband and i had in our entire lives.	food quality	negative
not sure why this restaurant would be rated that highly.	restaurant general	negative
the all-u-can-eat sushi is definitely in very poor quality.	food quality	negative
limited menu, no-so-fresh ingredients, thinly-sliced fish, fall-apart rice. 	food quality	negative
limited menu, no-so-fresh ingredients, thinly-sliced fish, fall-apart rice. 	food style options	negative
the only things u could really taste are the very salty soy sauce (even its low sodium), the vinegar-soaked rice, and the scallion on top of the fish. 	food quality	negative
the waitstaffs are nice though.	service general	positive
wont come back again for sure!	restaurant general	negative
I have been to Roth's twice and both times were very disappointing.	restaurant general	negative
Both times I was extremely dissappointed by the service, which was boarderline rude.	service general	negative
They wouldnt even let me finish my glass of wine before offering another.	service general	negative
Much of the time it seems like they do not care about you.	service general	negative
The dinner was ok, nothing I would have again.	food quality	negative
I had their eggs benedict for brunch, which were the worst in my entire life, I tried removing the hollondaise sauce completely that was how failed it was.	food quality	negative
This was a great surprise.	restaurant general	positive
With the theater 2 blocks away we had a delicious meal in a beautiful room.	ambience general	positive
With the theater 2 blocks away we had a delicious meal in a beautiful room.	food quality	positive
With the theater 2 blocks away we had a delicious meal in a beautiful room.	location general	positive
The service was attentive.	service general	positive
I look forward to eating here again	restaurant general	positive
Planet Thai is great!	restaurant general	positive
We love the food, drinks, and atmosphere!	ambience general	positive
We love the food, drinks, and atmosphere!	drinks quality	positive
We love the food, drinks, and atmosphere!	food quality	positive
The svc can be a bit rude at times, esp if you have big group, but overall the restaurant is a must!	restaurant general	positive
The svc can be a bit rude at times, esp if you have big group, but overall the restaurant is a must!	service general	negative
Try the Pad Thai, it's fabulous and their prices are so cheap!	food quality	positive
Try the Pad Thai, it's fabulous and their prices are so cheap!	restaurant prices	positive
Just because it's cheap does NOT mean the portions are small or the food is nasty, IT IS GREAT!	food quality	positive
Just because it's cheap does NOT mean the portions are small or the food is nasty, IT IS GREAT!	food style options	positive
Just because it's cheap does NOT mean the portions are small or the food is nasty, IT IS GREAT!	restaurant prices	positive
They forgot a sandwich, didn't include plastic forks, and didn't include pita with the hummus platter.	service general	negative
Also, the sandwiches (nearing $7) didn't come with anything like chips or a side.	food prices	negative
Also, the sandwiches (nearing $7) didn't come with anything like chips or a side.	food style options	negative
Overall, not worth the money.	restaurant general	negative
Overall, not worth the money.	restaurant prices	negative
Eating in, the atmosphere saves it, but at your desk, it's a very disappointing experience.	ambience general	positive
Eating in, the atmosphere saves it, but at your desk, it's a very disappointing experience.	restaurant general	negative
Chennai Garden is my favorite Indian restaurant in the city.	restaurant general	positive
They have authentic Indian at amazin prices.	food prices	positive
They have authentic Indian at amazin prices.	food quality	positive
This restaurant is VEGETARIAN; there are NO MEAT dishes whatsoever.	food style options	negative
The seats are uncomfortable if you are sitting against the wall on wooden benches.	ambience general	negative
It's a rather cramped and busy restaurant and it closes early.	ambience general	negative
It's a rather cramped and busy restaurant and it closes early.	restaurant miscellaneous	negative
Patroon features a nice cigar bar and has great staff.	ambience general	positive
Patroon features a nice cigar bar and has great staff.	service general	positive
The food is tasty and portion sizes are appropriate.	food quality	positive
The food is tasty and portion sizes are appropriate.	food style options	positive
This is a nice restaurant if you are looking for a good place to host an intimate dinner meeting with business associates.	restaurant miscellaneous	positive
Not a great place for family or general dining.	restaurant miscellaneous	negative
LLOOVVE THIS PLACE.	restaurant general	positive
Food is excellent.	food quality	positive
Fish is so very fresh.	food quality	positive
Waitstaff are very friendly.	service general	positive
Love YUKA.	restaurant general	positive
Mermaid Inn is an overall good restaurant with really good seafood.	food quality	positive
Mermaid Inn is an overall good restaurant with really good seafood.	restaurant general	positive
The menu is limited but almost all of the dishes are excellent.	food quality	positive
The menu is limited but almost all of the dishes are excellent.	food style options	negative
The lobster sandwich is good and the spaghetti with Scallops and Shrimp is great.	food quality	positive
The service is good and ambience is good for a date or group outing.	ambience general	positive
The service is good and ambience is good for a date or group outing.	service general	positive
The only fallback on this restaurant is the prices.	restaurant prices	negative
Even though its good seafood, the prices are too high.	food prices	negative
Even though its good seafood, the prices are too high.	food quality	positive
The lobster sandwich is $24 and although it was good it was not nearly enough to warrant that price.	food prices	negative
The lobster sandwich is $24 and although it was good it was not nearly enough to warrant that price.	food quality	positive
The lobster sandwich is $24 and although it was good it was not nearly enough to warrant that price.	food style options	negative
We were very pleasantly surprised.	restaurant general	positive
The food was delicious (I had a halibut special, my husband had steak), and the service was top-notch.	food quality	positive
The food was delicious (I had a halibut special, my husband had steak), and the service was top-notch.	service general	positive
When my dessert came, there was a candle in it - not because anyone asked for one - but because the waiter must have seen me opening my birthday card and gift, and said he knew it was a special occassion of some sort.	service general	positive
Truly the mark of an attentive waiter.	service general	positive
I highly recommend the restaurant based on our experience last night.	restaurant general	positive
We ate at this Thai place following the reviews but very unhappy with the foods.	food quality	negative
We thought that this place is using too much of MSG cooking in the foods.	food quality	negative
They don't concern much of customer's health, just want to make money.	restaurant general	negative
please don't fool us.	restaurant general	negative
I recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab.	food quality	positive
The food is so cheap and the waiters are nice.	food prices	positive
The food is so cheap and the waiters are nice.	service general	positive
Of course, it is crowded but who cares.	restaurant miscellaneous	neutral
Authentic Shanghai style and I cannot recommend a better Shanghai place in New York.	restaurant miscellaneous	positive
Have frequented 'ino for several years and the food remains excellent.	food quality	positive
Cheese plate is a varied delight and great bargain at $10.	food prices	positive
Cheese plate is a varied delight and great bargain at $10.	food quality	positive
Cheese plate is a varied delight and great bargain at $10.	food style options	positive
The large selection of bruschettas, paninis, tramezzinis keep the palate from stagnating.	food style options	positive
(The asparagus, truffle oil, parmesan bruschetta is a winner!)	food quality	positive
Wine list is extensive without being over-priced.	drinks prices	positive
Wine list is extensive without being over-priced.	drinks style options	positive
Be sure to try the seasonal, and always delicious, specials.	food quality	positive
Definitely a neighborhood favorite.	restaurant general	positive
I loved this place!!	restaurant general	positive
I almost hesititate to write a review because the atmosphere was so great and I would hate for it too become to crowded.	ambience general	positive
The food was very good, a great deal, and the place its self was great.	ambience general	positive
The food was very good, a great deal, and the place its self was great.	food prices	positive
The food was very good, a great deal, and the place its self was great.	food quality	positive
The wait staff is very freindly, they make it feel like you're eating in a freindly little european town.	service general	positive
I like Cafe Noir dont get me wrong, it is jsut that the people who work there are evil and incompetent!!	restaurant general	positive
I like Cafe Noir dont get me wrong, it is jsut that the people who work there are evil and incompetent!!	service general	negative
The service was terrible, we had to wait for everything and ask several of different people for the same thing before we were allowed to be served.	service general	negative
The waitress, seems to be more concerned of looking good than actually waitressing.	service general	negative
After dinner the manager grabbed my boyfriend, asked him: Where are you from...maybe you dont know how things work in America...and in the end stormed away almost teareyed yelling that tips are the only thing they survive on.	service general	negative
We did tip, I guess the model/waitress just wanted more and complained to the manager.	service general	negative
The whole set up is truly unprofessional and I wish Cafe Noir would get some good staff, because despite the current one this is a great place.	restaurant general	positive
The whole set up is truly unprofessional and I wish Cafe Noir would get some good staff, because despite the current one this is a great place.	service general	negative
Pizza here is consistently good.	food quality	positive
Salads are a delicious way to begin the meal.	food quality	positive
You should pass on the calamari.	food quality	negative
It is thick and slightly soggy.	food quality	negative
Decor is charming.	ambience general	positive
Service is average.	service general	neutral
What a great place.	restaurant general	positive
The ambience was so fun, and the prices were great, on top of the fact that the food was really tasty.	ambience general	positive
The ambience was so fun, and the prices were great, on top of the fact that the food was really tasty.	food quality	positive
The ambience was so fun, and the prices were great, on top of the fact that the food was really tasty.	restaurant prices	positive
I wasn't thrilled to have to wait on line for thirty minutes, but I guess that's the price you pay for a popular place.	service general	neutral
I would definitely recommend SEA if you like thai cuisine!	food quality	positive
I was here a few weeks back and we had the worst customer service experience at a restaurant ever.	service general	negative
A gentleman, maybe the manager, came to our table, and without so much as a smile or greeting asked for our order.	service general	negative
When asked about how a certain dish was prepared in comparison to a similar at other thai restaurants, he replied this is not Mcdonald's, every place makes things differently 	service general	negative
While it is understandable that every place is indeed different, there was not a need to be uncourteous to customers and downright rude.	service general	negative
Never again!	restaurant general	negative
I absolutely Loved this place.	restaurant general	positive
Excellent atmosphere, delicious dishes good and friendly service.	ambience general	positive
Excellent atmosphere, delicious dishes good and friendly service.	food quality	positive
Excellent atmosphere, delicious dishes good and friendly service.	service general	positive
this is can became on e of the NY Italian Food fare institutions.	restaurant general	positive
I think that it is absolutely brilliant and well runned business operation.	restaurant general	positive
The wine list is also really nice.	drinks style options	positive
Everything was wonderful; food, drinks, staff, mileau.	ambience general	positive
Everything was wonderful; food, drinks, staff, mileau.	drinks quality	positive
Everything was wonderful; food, drinks, staff, mileau.	food quality	positive
Everything was wonderful; food, drinks, staff, mileau.	restaurant general	positive
Everything was wonderful; food, drinks, staff, mileau.	service general	positive
I would highly recommend this place!	restaurant general	positive
I have been to Casimir over 5 times and I have always had a great time there.	restaurant general	positive
The food is great and reasonably priced.	food prices	positive
The food is great and reasonably priced.	food quality	positive
I have tried to make reservations, but both times, the hostess didn't have my name.	service general	negative
If the weather is nice, try to snag an outside table.	ambience general	positive
The staff has been nice, but they seemed really stressed and the unisex bathroom needs to be cleaned more often.	ambience general	negative
The staff has been nice, but they seemed really stressed and the unisex bathroom needs to be cleaned more often.	service general	negative
My boyfriend and I went there to celebrate my birthday the other night and all I can say is that it was magnificent.	restaurant general	positive
From the spectacular caviar to the hospitable waitstaff, I felt like royalty and enjoyed every second of it.	food quality	positive
From the spectacular caviar to the hospitable waitstaff, I felt like royalty and enjoyed every second of it.	service general	positive
Considering we were the last patrons there and it was after the closing time, the waitstaff did not rush us at all and made us feel comfortable and relaxed.	service general	positive
I highly recommend Caviar Russe to anyone who wants delicious top grade caviar and fantastic service.	food quality	positive
I highly recommend Caviar Russe to anyone who wants delicious top grade caviar and fantastic service.	service general	positive
Nice Family owned traditional restaurant.	restaurant general	positive
Fresh ingredients and everything is made to order.	food quality	positive
I was pleasantly surprised to find this gem in Hoboken.	restaurant general	positive
Friendly staff that actually lets you enjoy your meal and the company you're with.	service general	positive
I found the food to be outstanding, particulary the salmon dish I had.	food quality	positive
I also ordered the Change Mojito, which was out of this world.	drinks quality	positive
My friends settled for rice dishes, but we came back the following day to try the dim sum, which was good...not outstanding, but good.	food quality	neutral
We ate out in the back patio, which is worth it as it's cool and the music is hear well there.	ambience general	positive
Overall, excellent restaurant!	restaurant general	positive
The food was good.	food quality	positive
The place was nice and calm.	ambience general	positive
but the service was a bit slow.	service general	negative
The buffet had a nice selection.	food style options	positive
The food was average or above including some surprising tasty dishes.	food quality	positive
Service was also very good.	service general	positive
I would go back.	restaurant general	positive
I got an excellent piece of cheesecake and we had several other nice pastries.	food quality	positive
I would recommend Roxy's for that, but not for their food.	food quality	positive
My son and his girlfriend both wanted cheeseburgers and they were huge!	food style options	neutral
But, they were too big for the bun.	food style options	negative
Consequently, their burgers fell apart in their hands and made such a mess that they did'nt feel like finishing them.	food style options	negative
Also they were $15 each!	food prices	negative
I had a huge pastrami sandwich on a roll.	food style options	neutral
It was $14 not really bad for a pound of Pastrami-but it didn't have much taste-I've had better for less elsewhere!	food prices	neutral
It was $14 not really bad for a pound of Pastrami-but it didn't have much taste-I've had better for less elsewhere!	food quality	negative
This place is really trendi but they have forgotten about the most important part of a restaurant, the food.	ambience general	positive
This place is really trendi but they have forgotten about the most important part of a restaurant, the food.	food quality	negative
The last two times I ordered from here my food was soo spicy that I could barely eat it, and the spice took away from the flavor of the dish.	food quality	negative
And the Tom Kha soup was pathetic.	food quality	negative
If you want good authentic Thai this place is not the place to go.	food quality	negative
We went here for lunch a couple of weeks ago on a Saturday, and I was thoroughly impressed with the food.	food quality	positive
The pesto pizza was excellent, thin-crust pizza with a nice amount of spicy Italian cheese that I'd never heard of before.	food quality	positive
Conveniently located too, being right on Bedford ave.	location general	positive
THe back garden sitting area is very pleasant, where you can see their personal herb garden.	ambience general	positive
I will definetly be going back.	restaurant general	positive
We had the lobster sandwich and it was FANTASTIC.	food quality	positive
My husband said he could've eaten several more, the portion was fine for me he even exclaimed that the french fries were the best he has had.	food quality	positive
My husband said he could've eaten several more, the portion was fine for me he even exclaimed that the french fries were the best he has had.	food style options	positive
We had the scallops as an appetizer and they were delicious and the sauce was wonderful.	food quality	positive
We waited at the bar and had martinis that were just right.	drinks quality	positive
We will be back.	restaurant general	positive
love the food.	food quality	positive
it's the only place you can get yummy authentic japanese comfort food.	food quality	positive
and you can't beat the prices.	restaurant prices	positive
highly recommended.	restaurant general	positive
I've lived in NY for 5 years and this place has it all.	restaurant general	positive
Great food, good size menu, great service and an unpretensious setting.	ambience general	positive
Great food, good size menu, great service and an unpretensious setting.	food quality	positive
Great food, good size menu, great service and an unpretensious setting.	food style options	positive
Great food, good size menu, great service and an unpretensious setting.	service general	positive
The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).	food quality	positive
I'm glad I was introduced to this place and this is a rare gem in NY.	restaurant general	positive
The freshest, best variety, and the fastest delivery.	food quality	positive
The freshest, best variety, and the fastest delivery.	food style options	positive
The freshest, best variety, and the fastest delivery.	service general	positive
Also very inexpensive.	restaurant prices	positive
A great choice at any cost and a great deal.	restaurant general	positive
A great choice at any cost and a great deal.	restaurant prices	positive
The service was excellent and the food was delicious.	food quality	positive
The service was excellent and the food was delicious.	service general	positive
We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.	drinks quality	positive
We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.	food quality	positive
Definitely a great spot for a nice occasion or date.	restaurant miscellaneous	positive
Average to good Thai food, but terrible delivery.	food quality	positive
Average to good Thai food, but terrible delivery.	service general	negative
I've waited over one hour for food.	service general	negative
They were very abrupt with me when I called and actually claimed the food was late because they were out of rice.	service general	negative
A Thai restaurant out of rice during dinner?	restaurant miscellaneous	negative
The food arrived 20 minutes after I called, cold and soggy.	food quality	negative
The food arrived 20 minutes after I called, cold and soggy.	service general	negative
This is a wonderful place on all stand points especially value ofr money.	restaurant general	positive
This is a wonderful place on all stand points especially value ofr money.	restaurant prices	positive
An excellent service	service general	positive
We were greeted promptly by the waiter who was very nice and cordial.	service general	positive
She was very helpful in suggesting us drinks and helped us in ordering a lot of good dishes since we knew nothing about Indian food.	food quality	positive
She was very helpful in suggesting us drinks and helped us in ordering a lot of good dishes since we knew nothing about Indian food.	service general	positive
The food looked very appetizing and delicious since it came on a variety of fancy plates.	food style options	positive
We ended our great experience by having Gulab Jamun (dessert) recommended by the waiter.	food quality	positive
I thanked my friend who recommended me this restaurant and will certainly recommend it to others.	restaurant general	positive
Service here was great, food was fantastic.	food quality	positive
Service here was great, food was fantastic.	service general	positive
Guacamole+shrimp appetizer was really great, we both had the filet, very good, didn't much like the frites that came with, but the filet was so good, neither of us cared.	food quality	negative
Will absolutely visit again.	restaurant general	positive
You cannot go wrong with this place.	restaurant general	positive
The food is outstanding and the service is quick, friendly and very professional.	food quality	positive
The food is outstanding and the service is quick, friendly and very professional.	service general	positive
Always a nice crowd, but never loud.	ambience general	positive
Always a nice crowd, but never loud.	restaurant miscellaneous	positive
Go here.	restaurant general	positive
Good for dates or with friends.	restaurant miscellaneous	positive
I am reluctant to write because I would not want my jem of a pizza place to become overcrowded.	restaurant miscellaneous	positive
However, it is jus too good to not praise it.	restaurant general	positive
By far, the best pizza in Manhattan.	food quality	positive
The crust is thin, the ingredients are fresh and the staff is friendly.	food quality	positive
The crust is thin, the ingredients are fresh and the staff is friendly.	service general	positive
The menu has so many fish items and oysters.	food style options	positive
The fish was really,really fresh.	food quality	positive
We all agreed that mare is one of the best seafood restaurants in New York.	restaurant general	positive
I stumbled upon this great pizzeria as I explored my new neighborhood.	restaurant general	positive
All of the pizzas are terrific and the price is even better!	food prices	positive
All of the pizzas are terrific and the price is even better!	food quality	positive
I highly recommend the Sophia pizza.	food quality	positive
It's to die for!	food quality	positive
The food was mediocre at best but it was the horrible service that made me vow never to go back.	food quality	negative
The food was mediocre at best but it was the horrible service that made me vow never to go back.	service general	negative
Immediately after we paid, the waiter took the money and said, okay, you guys are outta here.	service general	negative
So rushing us out was absolutely unnecessary!	service general	negative
For the people who want great food plus great service, Roxy is a place to AVOID!	food quality	negative
For the people who want great food plus great service, Roxy is a place to AVOID!	service general	negative
The first time the sushi was outstanding, the second time it was a little bland.	food quality	negative
I'm sure I'll return for a final judgement tho.	restaurant general	neutral
The blond wood decor is very soothing, the premium sake is excellent and the service is great.	ambience general	positive
The blond wood decor is very soothing, the premium sake is excellent and the service is great.	drinks quality	positive
The blond wood decor is very soothing, the premium sake is excellent and the service is great.	service general	positive
Mizu is the Japenese find in Grammercy.	restaurant general	positive
While their kitchen food is delicious, their Sushi is out of this world.	food quality	positive
Mizu is home to creative and unique rolls not to found anywhere else.	food style options	positive
Not only is the cuisine the best around, the service has always been attentive and charming.	food quality	positive
Not only is the cuisine the best around, the service has always been attentive and charming.	service general	positive
Warning: You may find it difficult to dine at other Japanese restaurants after a visit to Mizu!	restaurant general	positive
Thalia is a beautiful restaurant with beautiful people serving you, but the food doesn't quite match up.	ambience general	positive
Thalia is a beautiful restaurant with beautiful people serving you, but the food doesn't quite match up.	food quality	negative
Thalia is a beautiful restaurant with beautiful people serving you, but the food doesn't quite match up.	service general	positive
I ordered the smoked salmon and roe appetizer and it was off flavor.	food quality	negative
The entree was bland and small, dessert was not inspired.	food quality	negative
The entree was bland and small, dessert was not inspired.	food style options	negative
I expected quite a bit more from such an expensive menu.	food prices	negative
I expected quite a bit more from such an expensive menu.	food quality	negative
The view is spectacular, and the food is great.	food quality	positive
The view is spectacular, and the food is great.	location general	positive
Wonderful strawberry daiquiries as well!	drinks quality	positive
Definitely worth the trip to Battery Park City!	restaurant general	positive
One of my favorite places in Manhattan.	restaurant general	positive
Authentic Taiwanese food that's cheap... what more could you ask for?	food prices	positive
Authentic Taiwanese food that's cheap... what more could you ask for?	food quality	positive
